22142,60270,61252,51380,0
22142,60270,61252,51380,0
22041,60270,61252,51380,0
22041,60270,60757,51012,0
22041,60270,60757,51380,0
22041,59788,60757,51380,0
22041,59788,60757,51012,0
22041,59788,60757,51380,0
22041,59788,60757,51380,0
21941,59788,60270,51380,0
21941,59313,60270,51380,0
21941,59788,60757,51380,0
21941,59788,60270,51012,0
21941,59788,60270,51012,0
21841,59313,60270,51012,0
21841,59788,60270,51012,0
21941,58845,60757,51380,0
21941,59313,60270,51012,0
21841,59313,59788,51012,0
21841,59788,60270,51012,0
21841,59313,59788,51012,0
21841,59313,59788,51012,0
21841,59313,59788,50649,0
21742,59313,59788,50649,0
21742,59313,59788,50649,0
17915,55736,53682,45076,0
17915,55736,53682,45375,0
17915,55736,53682,45076,0
17915,55736,53286,45076,0
17915,55736,53682,45076,0
17915,55736,53682,45076,0
17915,55736,53682,45076,0
17839,55315,53682,45076,0
17915,55736,53286,45076,0
17839,55315,53682,45076,0
17839,55736,53286,45375,0
17839,55315,53286,45375,0
17839,55315,53682,45375,0
17839,55736,53286,45375,0
17839,55315,53682,45375,0
17839,55736,53286,45375,0
17839,56163,53286,45076,0
17839,55736,53286,45375,0
17839,55315,53286,45375,0
17839,55736,53286,45375,0
17839,55315,53286,45375,0
17763,55736,53286,45375,0
17839,55315,53682,45678,0
17839,55736,53286,45678,0
17839,55315,53286,45375,0
23407,60757,61754,57033,0
23298,60757,61252,56595,0
23298,61252,61754,56595,0
23298,61252,61754,56163,0
23298,62263,61252,56163,0
23189,60757,61754,56595,0
23189,60757,61252,56595,0
23189,60757,61252,56163,0
23189,60757,61252,56163,0
23189,60270,60757,56163,0
23081,60757,61252,56163,0
23189,60270,61252,56163,0
23189,60270,60757,56163,0
23081,62779,60757,56163,0
23081,59788,60757,56163,0
22974,60270,60757,56163,0
23081,60270,60757,56163,0
23081,60270,60757,56163,0
23081,68378,60270,55736,0
22974,60270,60757,56163,0
22974,60270,60757,56163,0
22974,60270,60270,56163,0
22974,59788,60757,56595,0
22974,59788,60270,56595,0
22974,59788,60270,56163,0
16884,47242,50290,47893,0
16813,47565,52510,47893,0
16813,47242,50290,47893,0
16813,47242,51380,47893,0
16813,47242,51752,48223,0
16813,47242,50649,47893,0
16813,47242,52129,47565,0
16813,47242,49936,47893,0
16813,47242,52129,47893,0
16743,47242,52129,47893,0
16743,46922,49936,47893,0
16743,46922,49936,47893,0
16743,47242,51752,47893,0
16743,47242,49585,48223,0
16743,47242,49585,47893,0
16743,46922,51752,47893,0
16743,46922,51012,47893,0
16743,47242,51752,47893,0
16673,46922,49936,47565,0
16743,46922,49936,47893,0
16673,46922,51380,47565,0
16673,46922,51012,47893,0
16603,46922,51380,47242,0
16673,46922,51012,47565,0
16673,46922,51380,47565,0
16673,64373,36104,54082,0
16673,62263,36314,53286,0
16603,66610,36314,53286,0
16673,64373,36104,52510,0
16603,65475,36104,52510,0
16603,64920,35897,52129,0
16673,64373,35897,51752,0
16603,65475,35691,52129,0
16673,65475,35691,52129,0
16673,65475,35691,52129,0
16673,64373,35691,51752,0
16673,63834,35487,52129,0
16603,64373,35285,51752,0
